emotion_en,sentence_en,emotion_de,sentence_de
neutral,"Good morning  I don't think it has stopped raining once for the past three days or so, but who cares?",Unklar,
worry,"driving around for 3 hours going nowhere is not as fun as it seems, i missed my singing lesson",Angst,
sadness,"Sorry, It's hard finding Imeem free stuff  rb@Deesound: like that David Starfire but will like it more with a... ? http://blip.fm/~7a9fu",Traurigkeit,
neutral,@TomFelton Have you seen this girl!? http://bit.ly/14LVI    I feel so bad for her,Unklar,
worry,Now I have a sunburn,Angst,
neutral,"@Giggles_xo   dang it, so its not certain ? ? ? are you okay?",Unklar,
neutral,@VogueChic http://tinyurl.com/64ozr7 :: from Ate Kaila Ocampo  of the.rainbowholic.me&amp;&amp;eerie-silence.net,Unklar,
happiness,"@ChicagoGirl Gotcha.  My place is Atlantic side.  Better for surfing   Plus I like to be close to the crazy foreign restaurants. Mmm, FL.",Freude,
worry,is sad his new SB6 CD's got nicked,Angst,
neutral,Playdate with Jenny was fun.,Unklar,
hate,"hates the everything about  seafood.. just so happened to serve lobster in the chow hall... noooowww, I gotta headache.. ugh! smh...",Ekel,
sadness,"@siggidori sorry, I'm creating a new comedy style &quot;bad joking&quot;",Traurigkeit,
neutral,@lizbastian awesome! I am at 1505 west lake street: right across from the dunn brothers on lake,Unklar,
love,wow the weather is amazing today!,Vertrauen,
love,"A lovely weekend away at Kits Coty, now relaxed and well rested and ready for the week ahead.  Back on NNC in two weeks",Vertrauen,
worry,don't feel like working  I think I tweet this too often!,Angst,
hate,Aww.. I lost 3 followers.  FOLLOW ME !,Ekel,
sadness,@oliyoung,Traurigkeit,
love,@camilleprats http://twitpic.com/4woj2 - omgssh  ang cute ng bby.!,Vertrauen,
worry,@LycoLoco i'm not proud. but os x excels at video/photo editing where the pc lags so much behind.,Angst,
worry,"@Aquilaquail Lol - I could have written that - would be good to have 2 Mondays this week, then I might catch up x",Angst,
sadness,@LisaBernart Great to meet you! Thanks for the use of your umbrella...I hope you ate and got some sleep!,Traurigkeit,
enthusiasm,"KERI HILSON- SLOW DANCE ROCKIN' THE SHIT OUT OF MY PLAYLIST RIGHT NOW! GET UP ON THIS SONG, PURE PANTY DROPPER",Antizipation,
sadness,@Loulou_de_B You have to email her - she only gets what people want in so they aren't on the site. Shame about the trousers,Traurigkeit,
neutral,"@Wolfie85 @christelmcr Ah  sameway Yet,@mikeyway has 2006 votes ((.We need more vote :'D",Unklar,
sadness,@RaptorsForum Sigh... you know I am...,Traurigkeit,
sadness,"Also, WHERE IS MY TOY STORY 3 TEASER CARMIKE 14? YOU SAID THERE WOULD BE TOY STORY 3!  Movie theater fail",Traurigkeit,
happiness,"Why does #googledocs do folders, instead of labels like #gmail? I kind of like labels",Freude,
anger,"Had a shower. it's 5:55 PM. Triple 5's! Crap, it just turned 5:56",Ärger,
neutral,gymnastics time.  My last night for teaching Friday evening classes.   New summer schedule starts next week.,Unklar,
happiness,Sleep....take two....this better work!,Freude,
neutral,"@Maariiaan hahahah yeah, you're right! Plus I'm Twitteraddict so, You'll find me here all (well almost) day most likely",Unklar,
neutral,Had a dream I brought @mandykmusic and @keat to kings island. It was pretty sweet. Bummed they're in poughkeepsie 24 hours before me,Unklar,
worry,very very bad headache that is getting worse by the minute not better.,Angst,
neutral,"I am saving for a Ipod Touch, a 1TB external and a RAM upgrade. No more morning coffees",Unklar,
worry,@grayguitar @andrewconnell I'm starting to feel depressed with this hurricane talk... I'm on the front lines down here!,Angst,
surprise,@lauraaaaah A group of people naked  woooh,Überraschung,
hate,Locked out of my fucking house!,Ekel,
happiness,I just got home.  i bought twiggies and a toothbrush that promises to make my teeth 60% cleaner. - http://tweet.sg,Freude,
enthusiasm,Night peeps. Hope you all had a great day! Untill tomorrow.,Antizipation,
love,@tothetech  welcome,Vertrauen,
neutral,"@stephenfry  i didn't get it. although, as it's a religious thing i think i'll let that one slip by...",Unklar,
happiness,Just watched the &quot;Final Break&quot; final prison break episode. It was great. Farewell Prison Break. You will be dearly missed.,Freude,
hate,@lanacaitlin  hahaha well its try its so ugly,Ekel,
neutral,@chriscuzzy I'm on my way--it may take me a while to get there since I'm coming from the US  Did you have fun last night?,Unklar,
worry,"oh god they're breaking down so much plaster what are they doing in there  i like walls, thanks!",Angst,
love,@bradiewebbstack awww ily you're so sweet,Vertrauen,
sadness,"@ABOResearch Pleased to hear it, but still I am shamed sometimes to hear what some men do",Traurigkeit,
neutral,Grand Indonesia with mom n sisters...,Unklar,
neutral,@didactylos Yes please and check out your position on the locations map when added  - http://bit.ly/ttVn2,Unklar,
neutral,"@dwight_davis Are you headed to a conference?  Oh and if you're doing the book buying ban, you can always borrow, right?",Unklar,
worry,@Taryll um...how long has it been since you slept?? startin to worry over here.. well i hope you are having fun... lots of love to you,Angst,
sadness,It's @andremichelle s (mr. tonematrix) birthday today. Poor guy is ill at home. Perhaps a 'hi' from the twittersphere would do some good,Traurigkeit,
happiness,"@algibbs thanks for that, now i learned something new today  enjoy.",Freude,
neutral,@craving4sweets Happy hot mamas day!,Unklar,
anger,rught brb on me ipod. if i randomly go off its cos me internet breaks,Ärger,
neutral,@nick_carter It says the video is private,Unklar,
happiness,Just got home from another amazing night,Freude,
happiness,@plsdontgogurl That's the one. I wish I have a video compilation of @jordanknight's thrusting,Freude,
happiness,I'm Christine and I'm a friggin' shopaholic. Check out my new coat  Had to promise someone I wouldn't spend for 2 weeks after buying this,Freude,
sadness,"Rove Live in 3 mins, kinda excited.",Traurigkeit,
surprise,falling asleep and waking to gun shots arent fun,Überraschung,
sadness,"@HimOverThere awww, poor leg!  *sends virtual hug* x",Traurigkeit,
neutral,"After France I was gonna spend more time in the sun, to overcome my negative reaction to it. Yep, in Netherlands. Good luck to me",Unklar,
happiness,@omgdarleny hahaa your awesomee !,Freude,
sadness,"Hummmmm..... ohh  i miss you so much!!! realy, but i hope you have a nice friends, like us :]",Traurigkeit,
happiness,@sneadles What a great picture!  We won tons of money that day.  (       ),Freude,
sadness,its funny. i'm kinda sad on my last day,Traurigkeit,
sadness,"@jennafletch at freddies having a cotch and LADYHAWKE is here, just missing you my bajan beauty",Traurigkeit,
love,I don't know how to quit you-brokeback mountain,Vertrauen,
worry,@miabatsoy awww...i hope you'd be well na sis....it's so disgusting to be sick  better take the rest that you need...charge up...mwah!,Angst,
worry,I dont think my twitpic is working,Angst,
sadness,@lilvanillafrop that's not funny,Traurigkeit,
sadness,theres nothing worse than working on a friday night and having to wake up at 6 am on a saturday. I want my babe,Traurigkeit,
happiness,Headed up to WMC for the day. Hopefully I'll have enough time to swing by Chinatown on the way home. I'm in the mood for duck!,Freude,
neutral,fully understands why these cats have cabin fever! Holy crap.. I really wanna be outside!!,Unklar,
neutral,@sunsetboba lulz at robert,Unklar,
sadness,"Today is a sad day for Tucson: http://tr.im/mQ39 I shall miss the sour cream apple pie, fondue, and separate seating for groups with dogs",Traurigkeit,
worry,Wow slept in with no dolidh here to wake me up,Angst,
sadness,@narrated it's kool...it's his job i blame,Traurigkeit,
worry,@HollyMVG That's awesome. Biking is an underappreciated activity these days.,Angst,
sadness,Going to the dirt track races w Aaron. Having a really good hair day! wish I could wear makeup though,Traurigkeit,
worry,My Twitteeeerrr babiieshow Ive missed you  I hate this whole not having a phone thng,Angst,
worry,@its_sb I killed my furby tooo,Angst,
sadness,"@KManCOBHC he has been really brave but this is the best thing to do - now he can rest and get better. Get well soon, Alexi",Traurigkeit,
worry,"@Hanster7705 yeah, it's tragic  i need a haircut",Angst,
worry,I'm suffering from restless legs and butt syndrome.,Angst,
neutral,@calvinharris i wannabe in dubai,Unklar,
worry,Suffering from  Hemorrhoids.,Angst,
sadness,@xzenax Bad times for everyone  Whywhywhy do we have to write essays  No fair!,Traurigkeit,
love,my momma is comin 2night !  2morrow tennis day with p?nar yuppie !,Vertrauen,
happiness,Broke my carafe  went to Starbucks for my caffiene fix and the lights go out...just for a sec but are you kidding me..got to laugh. Ha!,Freude,
hate,@db412 Amen to that! My vitamins made me so ill  I felt better before i started taking them!,Ekel,
worry,@zoe__  that's not good! hope you get better soon and good luck with the exams!,Angst,
neutral,@Joseph_KHC wooow. lucky XD my break is gonna end. my classes starts @ june 4,Unklar,
neutral,Aww When Love Is Gone is playing on shuffle,Unklar,
neutral,@TessMorris fine! Going to do my big walk today 20 or so miles,Unklar,
neutral,I have to start eating healthy,Unklar,
happiness,@chrissinicole I guess thats just how I am lol,Freude,
neutral,No Topic Maps talks at the Balisage Markup Conference 2009   Program online at http://tr.im/mL6Z (via @bobdc) #topicmaps,Unklar,
sadness,wishing i was on a beach right now!!,Traurigkeit,
love,MY AUNTIE FROM QUEENSLAND IS DOWN TO STAY THE NIGHT! YAYA.,Vertrauen,
happiness,@dai_bach daps were the best lol,Freude,
sadness,diesel yaris... 70mpg  so sad its not available in the US. That'd be awesome.,Traurigkeit,
sadness,"...return my joy cos I'm so  Tired, tired of me Inspire the weary eyed to see the Ire and Irony...",Traurigkeit,
surprise,395 votes for Hungary?What? But....but...the Nurburgring...  http://tinyurl.com/mtfye3,Überraschung,
happiness,@lar206 just saw a baby blue regal with the word &quot;SLAB&quot; written in huge letters on the side  hahaaaa,Freude,
worry,@Soudabeh What happened? ... Doctors don't get sick!   hope you get well soon...,Angst,
sadness,Booo my best friend is leavin for the weekend. What ever will I do without her??,Traurigkeit,
hate,"Needs to 'unfollow' some tweeps, its not that I dislike you but I can't keep up with you tweeting literally every 2 minutes! Sorry",Ekel,
neutral,@maaaarit I'm on msn now,Unklar,
worry,never trust someone else's battery operated power tools when you're in a hurry,Angst,
happiness,Enjoyed x-men w/ @dwestbrook  now it's time to rest up for this drive home...happy mother's day twit-moms!!!,Freude,
surprise,@taylorswift13 you're in London?! Wow! I'm near there,Überraschung,
happiness,"Photo: jdperry: Seriously, theseï¿½pictures make my day.  Hahaha. Iï¿½always just go aroundï¿½saying ï¿½OMG did you... http://tumblr.com/xzn1pir8s",Freude,
neutral,@rudygossin Salut  alors le mariage? ^^,Unklar,
sadness,"@jonashelford Kewl, I only got my iPhone and gotta hope it lasts all weekend  Only got a shuffle, might bring that anyways... See ya 8am!",Traurigkeit,
sadness,@SuprnaturlShana but he looks so much better with short hair,Traurigkeit,
neutral,I want to watch the movie &quot;Up&quot; but no one wants to watch it with me,Unklar,
neutral,@iamrehman @barbarawaterst @myob247 @hiannie @Jan_Geronimo @JavierChua @ScottATaylor @ozsultan Thanks for sharing with your friends!,Unklar,
worry,"We actually have milestones due for 3 high profile projects in the next 2 weeks, &amp; they are all scheduled when I am on vacation -",Angst,
neutral,Guess I'll take a nap,Unklar,
worry,"@wendyandlisa unfortunately, I will miss Girl Bros. Radio tonight. Will be in the midst of an all night writing session",Angst,
neutral,studying the american revolution...george washington,Unklar,
worry,@tinylegacies D: But it is making people unhappy and I dun like unhappiness,Angst,
neutral,"@notdiyheather I LOVE fresh garden veggies...especially tomatoes!  We are in a tiny apartment, with a non-sunny patio!",Unklar,
hate,"I hate horrible atmospheres, I pick them up so quick!  kisskiss xxxxxxxxxx",Ekel,
neutral,@rmwiley i feel you girl,Unklar,
happiness,show time baby! bye bye for now Tweeters,Freude,
sadness,lost my DC hat ..,Traurigkeit,
surprise,@kim_flores aww i don't! i guess that's why it doesnt  (blackberrymessenger),Überraschung,
neutral,"@patricklanglois http://twitpic.com/4w52z - hope you're having loads of fun!  i love and miss you all, boys.",Unklar,
neutral,the bone along the outside of ur feet ~ do a caterpillar crawl of the sides 4 spine relief  reflexology works.,Unklar,
surprise,Ugh RUDE!..,Überraschung,
neutral,"The scream of sirens, and three fire trucks going south bound on the highway = I will not get home before 7.",Unklar,
neutral,@Amador323 in june. the 6th. a sat!,Unklar,
worry,"Wishing it was a sunny day, then I might just be bothered to get outta bed! ..up the blues",Angst,
neutral,Finished Death Du Jour. School's out.  Nerd.,Unklar,
neutral,Gnight shar   &lt;(' '&lt;)Vega(&gt;' ')&gt;,Unklar,
happiness,i am kind of excited to go to school today. i dont know why. hopefully it will be a good day,Freude,
worry,diiinner  its sooo cold right here D:,Angst,
hate,Weather sucks. APUSH filming has become a maybe  At least banquet is tonight,Ekel,
worry,My vibe is currently downed.  The only thing amusing me is my Joker shirt. *Looks down and pokes shirt* I want a peanut butter sandwich...,Angst,
worry,.. I'm suppposed to be sleep. But i got some much to do. &amp; i got that one part of the song stuck in my head &quot;your a jerk (iknow)&quot;  blaahh,Angst,
happiness,I love when i have time for starbucks,Freude,
worry,"http://www.facebook.com/pages/HelloTxt/73275306275 this message is posted on HelloTxt Facebook Fan page through HelloTxt, check it out",Angst,
neutral,taking in the local art,Unklar,
sadness,@watermelon39 haha! And Twitter! Hard though isn't it?!,Traurigkeit,
surprise,@eddwriter call me when your done with your finals and tell me how you did  YOU CAN DO IT!!!!!!!!!,Überraschung,
sadness,"in school, wants to read Eclipse, 200-and-some-60 pages read",Traurigkeit,
love,Just got the may issue of Total Girl!!! Love it  especially with all the things and info about different countries. And EMMA WATSON!!!,Vertrauen,
love,@iNanz bet sexy; i added u on myspace!,Vertrauen,
worry,@P33ZY  My Power was cut off  thats where i went,Angst,
worry,"@tommcfly tweet me, have a convo i will tell you whats happening in BGT!did you watch the final of lost? i was like noo dont end it there",Angst,
sadness,a bird flew into window at my parents house and snapped his poor neck. gotta bury him,Traurigkeit,
hate,I'm really mad at the world today. Today is just a sucky day.,Ekel,
enthusiasm,Ready for Eastenders - going to be a good one!! .. Then the last BGT Semi Final  .. FINAL tomorrow night though  Exciting stuff...,Antizipation,
sadness,My birthday is now over.,Traurigkeit,
neutral,@MrBillyBones Twitpic won't show me the picture,Unklar,
love,Sending love &amp; respect to all the mommies out in the twitterverse! You all inspire me!!,Vertrauen,
love,Monday and I am at work and the legs are a still hurting a little! Smile,Vertrauen,
happiness,@EmilyYoung09 havin fun? x btw isnt it bowling? x  xx,Freude,
hate,"want to read twilight all day, not work at the stupid cher function",Ekel,
love,@Rtib happy birthday,Vertrauen,
sadness,On the road again. I miss my traveling traveling partner,Traurigkeit,
love,@liltwist twist cld u follow me  ill love u forever,Vertrauen,
worry,http://twitpic.com/4ws8w - Look who I brought home,Angst,
happiness,Just touched down in Changi. +1/2 hrs to kill before heading to Penang.  Must fly singapore air more often!,Freude,
worry,@xxAnnaSxx oh I'm sorry for that. how old was your grandpa?,Angst,
worry,"Gotta drop off some car parts for a buddy to press out, then to the dentist!    http://yfrog.com/0a7v3j",Angst,
worry,"@naomijade Heavens, not good  I can empathise. Fingers crossed it doesn't come to anything and you can sleep easy. Wishing for the best...",Angst,
neutral,"I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says &quot;Crackerack&quot;?",Unklar,
happiness,@clumsyFA yeah! Love my Hawaiian outfit. We reused that for rugby 7 this year with @doublechin,Freude,
worry,"@hepcatrayo  so sorry, I just found the members preview has been sold out for awhile. It opens at Noon to the general public",Angst,
happiness,Thanks so much for following me here too  I will keep you all up to date as much as possible on my makeup line plus all new collections,Freude,
enthusiasm,@jeffparks That would be most welcome,Antizipation,
love,@TweetPhoto Kewl Sounds good. Will wait for it. Thanks,Vertrauen,
happiness,http://twitpic.com/33hus that's my baby,Freude,
love,@juicystar007 together,Vertrauen,
neutral,@chrisettefan hhaha kewl dude!!  but if u dont know &amp; he does have a reason well thats another story mhmhmh...does he?,Unklar,
happiness,@peterfacinelli You didn't answer my riddle  Party pooper lol. Jokes Joyce  it was a good one tho haha. Hav a gr8 weekend!,Freude,
sadness,@Rachelamac aww you poor thing  hope all goes well!,Traurigkeit,
love,Today Tina and I have officially been together for 5 years.  Longest consecutive time I've ever spent with one woman.   I love you babe!,Vertrauen,
happiness,my sister said yayyy its hannah HOEdown today  haaaa hannah is a hoe apparently hoe.,Freude,
love,happy mommys day!,Vertrauen,
sadness,"@aholston Homework bound for the whole weekend, not so fun",Traurigkeit,
sadness,"@dtothealex really... I'm an alumnus, and I don't know myself! and we didn't have Macs yet when I was there...",Traurigkeit,
sadness,"watched prison break special, such a sad ending",Traurigkeit,
love,"@RawHealer hey there keeping me healthy sister  nice to see you, have a great day",Vertrauen,
sadness,ah remember the days when you'd sleep in until noon? well guess who did that today? god i feel like a loser,Traurigkeit,
happiness,@shakeitblueyes good,Freude,
love,watching midsomer murders... totally in love with this show. Should have pursued forensic psychology instead of this brain thingy,Vertrauen,
surprise,yay it's friday... hold on I have to work tomorrow,Überraschung,
love,"At work again, when the weather is beautifullll",Vertrauen,
neutral,Hello World,Unklar,
surprise,Where are all you Motivated/Determined/wannabe sexy successful young professionals!??! I might really have to join a BNI if there is no1!,Überraschung,
neutral,"Morning all, typical grey &amp; wet bank holiday Mon so far today. :/ Off to photo gallery and paint gallery later, may treat myself.",Unklar,
sadness,@MrGranger trouble is i don't think any of this is helping my wrists.,Traurigkeit,
worry,"@discombob Yeah, she's done it several times. My Dumerils boa did it a few times w/ no prob. Just wonder if my hognose needs bigger food.",Angst,
happiness,Happy Star Wars day! May the 4th be with you!,Freude,
neutral,@MSTALENT I know right...,Unklar,
neutral,@laccboner man I can cut my hair now. I mean not with cory.  procuts here I come.,Unklar,
neutral,Also... @earthXplorer @DanTraveling @lonelyplanet @brianepeters #travel #backpacking hope you enjoy our pics &amp; videos,Unklar,
neutral,"going to shibuya, meet my mom, get my contact lenses, then shinjuku",Unklar,
happiness,@DomSoFresh bl MUTHAFUCKIN ah!  I win!,Freude,
worry,I seriously need to find out why my laptop sometimes gets so hot. BBL after errands &amp; pricing &quot;comp fixes&quot;. Not many places left 4 that.,Angst,
neutral,Smh @ hiphop nursery rhymes,Unklar,
happiness,"@Orchidflower Yes,all on my own  OH gone to bed after a minor soap marathon. Photo editing night 4 me. Ohhh Inn on the lake, nice food.",Freude,
worry,is gonna be mad hungry when I get home. Forgot my money...,Angst,
love,@davjr  i love you mooorrreeee,Vertrauen,
happiness,"@joshcough Also it has a dense treatment of CPS and Continuation based Interpreter design, which is not there in SICP. Good to have both",Freude,
neutral,some pics up from groundup event  check myspace!,Unklar,
hate,God I HATE scary movies. They are not fun at all. I'm such a wimpy.,Ekel,
happiness,About to go to sleep. Fun,Freude,
love,Mmmmmm.... Coffee...,Vertrauen,
love,"@crystalmethod LOVE the album guys and can't wait for the official release  Just curious, what top 3 softsynths/DAW were used on it?",Vertrauen,
happiness,@JessMcFlyxxx that would be an idea  haha xx,Freude,
happiness,@andyclemmensen have you seen the game on the website?! awesomness!!! go on msn!,Freude,
worry,my iMac's died  keeps cutting out for no reason. Anyone recommend a good mac place for service / parts? Think I need a new power supply,Angst,
happiness,@bella456  im going to my inlaws tonight.  hopefully my new niece will be there!  who needs kids when my inlaws have them all for me!,Freude,
sadness,life is so boring without you,Traurigkeit,
sadness,is way too sleepy to be awake,Traurigkeit,
sadness,. @wickedblueglow he's in bed sick. Heavy fever. Went to dr's. Part of the reason i'm watching Aladdin 2 now and still haven't been fed,Traurigkeit,
happiness,good morning twiggas and twitches  http://bbltwt.com/sciif getcha motivation on,Freude,
neutral,@djenemyofnts @NemoIsBack @JPMizDELiCiOUS Goodnite sexy twiggas,Unklar,
neutral,@atlanta_arcelay http://twitpic.com/4xvw2 - I got chased by a male chihuahua that looked like he was pregnant today  He was black and  ...,Unklar,
neutral,@sapauljoseph me too  chrome's popup blocker is better,Unklar,
happiness,@BoyceAvenue hey guys it's leann. . i dont know if you remember me but i just wanted to say that i'm very excited to see you guys go far,Freude,
worry,@MattyV AND! you wouldnt even be able to go. its too far for you,Angst,
sadness,not a very good day at the house,Traurigkeit,
love,"I am so grateful I am your daughter!  Happy Mother's Day, Okasan.  Thank you for everything... always!",Vertrauen,
hate,"@TalentAgentLA unfort, i can't DM you b/c ur not following me",Ekel,
neutral,@unreal_g: I`ve been sneezing and felt like a train-wreck for the last two weeks myself. But it`s not piggystuff.  So we`re good then.,Unklar,
worry,@Smilystace i am so sorry,Angst,
sadness,"@ElectraX ...i'm sorry about you are still sick  u know most of them, AND i know that u will guess the &quot;pelzer present&quot; ;-)",Traurigkeit,
hate,Sooo.....I'm kinda o sick n tired of the bs that guys dish out  !!!!!!!!,Ekel,
happiness,on the way to kuya jordan's house for an O's sleepover  !,Freude,
sadness,"another gorgeous day here in Pau...will be home this time in 2 weeks though, such a depressing thought!",Traurigkeit,
love,Sunburned from Venice and watching Fred Claus....Such excitement!!,Vertrauen,
sadness,is feeling sad  I so dont do goodbye'z!!!!,Traurigkeit,
love,missing bham,Vertrauen,
worry,i need monies.  school is expensive.,Angst,
love,@huma_rashid aww how cute  I like that song a lot,Vertrauen,
happiness,"@veropperez great!!  i've gpt tp put the lyrics in, finsih the background, then go over some writing, and then done!!",Freude,
surprise,"@skinnylatte many! mine included. ahem. shld have known better back then, wldn't have missed so many opportunities haha",Überraschung,
happiness,Well I am up and have been productive since 5:30am!!! Woohoo busy day with lots to do!,Freude,
sadness,Lula is not feeling well.  http://tinyurl.com/m8kcsq,Traurigkeit,
worry,Again working on the internet shop ... don't think we will achieve the goal of uploading by the previously set time   Will keep going,Angst,
hate,"I hate that you can't edit loose-in-the-tweetisphere tweets, as you always notice spelling mistakes a millisecond after clicking 'update'",Ekel,
worry,wats up with the racism in australia? Its not nice,Angst,
love,"Home until tomorrow. Did my running and spinning. Now time for chiropractor, laundry, shopping, and visiting family. Missing nathan",Vertrauen,
neutral,"They had a site, then a blog, now they have the worst zoning/concept of the year - Heaven.fr, tell meh it's a fake",Unklar,
neutral,"@agrinavich This is late, but I was actually in the spelling bee back in the day. I got eliminated in state finals though.",Unklar,
happiness,@AllanGoesDMB I listen to it alot at work.  Damn good show!,Freude,
sadness,@kickzfadayz Our boy better get it in tonight!!!! Or it's all over,Traurigkeit,
neutral,@FotoWala wow! I've joined the photography scene pretty recently so this (large format) makes it even more interesting,Unklar,
happiness,Had quite a cool day with Charlie and then Ben aswell (: got lost and stung by nettles,Freude,
neutral,off to work..,Unklar,
neutral,says it's raining again  http://plurk.com/p/x2ydn,Unklar,
surprise,"@jacvanek omggg, how were the &quot;crazy cobras&quot; i wantewd to see them when they were in London",Überraschung,
love,"I love the start to a fresh new week, 'tis when I am motivated most",Vertrauen,
neutral,"@mastersunshine You're welcome, of course!",Unklar,
worry,@retrorewind can you play I Wish by Jordan Knight,Angst,
happiness,just had an orgasmic sandwich,Freude,
neutral,@troublebrother very much much much mash!!!! more please,Unklar,
hate,French isn't meant to be taught to asians,Ekel,
neutral,"@msclara in fact apparently I was your first follower, 4 before M himself. Um. *embarrassed now*",Unklar,
neutral,"@brianwierman ... Yay! I can give you a lesson tomorrow, at Church.",Unklar,
happiness,I'm really happy...and drunk  but really happy,Freude,
love,"got THE best mothers day present from Tys. It made me cry uncontrollably, and it wasn't a present",Vertrauen,
neutral,@ poll : was trying to get it to work in a powerpoint to no avail.,Unklar,
sadness,I have no friends,Traurigkeit,
neutral,@dmoneymania  I'm sorry. Excited for tomorrow night? Karaoke!! Getting anything special for bday?,Unklar,
happiness,@mattmercy yay! we will have to get together soon and do something,Freude,
love,@tamamic - Definitely following @TorontoStarMaps - I've been &quot;following&quot; the creator of this feature since 2005!,Vertrauen,
neutral,I'm getting more and more followers... look out Ashton!,Unklar,
sadness,@claireyjonesy LMAO i want him to reply  booooo you @tommcfly REPLY TO ONE OF US lmfaoooo,Traurigkeit,
surprise,pretty bummed that it had to rain last nite! oh well  still had fun! Goldfish is highly overrated!,Überraschung,
hate,I never get invited to go anywhere,Ekel,
surprise,Just realized all his fantastic nerdfriends no longer live in Rochester,Überraschung,
neutral,"@TehCheapOne Ok, im not really that far yet  On the 2nd part of 4. Wish she did them earlier though, like mid day so I could be involved",Unklar,
worry,@arodomus aww sorry to hear you are having a bad time. Remember: this too shall pass,Angst,
surprise,"@jerwjr Yes.  Me too. I can't understand why they have to do that. I mean, I know it's all about Hollywood, but this thing is called love.",Überraschung,
worry,I will miss the soccer moms,Angst,
surprise,@theevilgumby oh that was when he went down to the crowd...how epic dude,Überraschung,
sadness,@Kelly_StrayCat I sorry!!  Me no like when people I like don't feel well. Your tummy?,Traurigkeit,
worry,@ZAmmi *hugs*  I'm so sorry.. anything I can do?,Angst,
neutral,Saw James carville in the store today. His head is really that bald,Unklar,
happiness,@theellenshow @KalebNation twilightguy.com kalebnation.com youtube.com/kalebnation PUT HIM ON THE SHOW! Sry for spamming but we love him,Freude,
neutral,I would of won that contest if I weren't to have chickened out,Unklar,
love,Enjoying my weekend with my kids!,Vertrauen,
love,up at 4:30am west coast time..gettin ready to catch my flight back home..soooo excited to go back to my two fav boyzzzz  puppy n BF,Vertrauen,
worry,"@mela0521 dont think too hard, its bad for your health  lol love u girl",Angst,
happiness,whoa. that was some showering session,Freude,
happiness,i've heard Basment Jaxx's new song &quot;Raindrops&quot;...that's fantastic!!! and makes me dancing  i can't wait Fuji Rock Festival...,Freude,
neutral,@JusticeJuice  That's alright. Add your egg and maybe some sort of leftover meat and it's not so bad &lt;3,Unklar,
worry,@elizabite  I'm so sorry.  I don't understand why some people expect everyone to react to these things with the same &quot;poise&quot; as themselves,Angst,
sadness,is up and ready,Traurigkeit,
hate,"It's Monday, and I am still cleaning up the mess from Thursday night's storm.  Like I wasn't busy enough this week!",Ekel,
happiness,"@audreythebaby gandang mac un ah! for sure, if its out in the market mas mahal pa sya sa macbook pro. ang cool ng concept!",Freude,
worry,The reason why I can't find the latest Arena magazine is because it has folded due to the recession. Grrrrr. GQ/FHM survive? No justice.,Angst,
worry,Started following QueenRania for a change,Angst,
neutral,"@netvibes Thanks. I am greedy, looking for a full fledged widget (a la twitter) so I can like and share from within NV. 2 much to expect?",Unklar,
love,@Broooooke_ listen to FTSK  they stop my bordum  haha how was your day? finished crying about Harold? ha xx,Vertrauen,
neutral,People who would rather watch a movie then go outside fail at life,Unklar,
sadness,"@TheLastDoctor He was creepy for me at first, but I did really grow to like him. I cried like a baby when he and Tosh died.",Traurigkeit,
worry,Having trouble syncing my iphone to my work exchange email  help!!!!,Angst,
happiness,@Ashika_Sunshine  I figured that... But I ended up taking my cousin to work in the Rain anyway...    But hit me up,Freude,
happiness,FRIENDS COMING TONIGHT! Hopefully the weather will stay nice,Freude,
worry,Had a lovely day with mama cuppy,Angst,
worry,NCP no longer has job placement,Angst,
love,"Out and about in Deal, Kent. More sunshine required me thinks  http://yfrog.com/0egwanj",Vertrauen,
sadness,@erickadiaz I get to go to coffee now  It's no fun. I hate it too!,Traurigkeit,
sadness,Is going to sleep now,Traurigkeit,
sadness,"Aw, not going to Toronto anymore.",Traurigkeit,
sadness,I'm sad to take off the suit b/c I know I'm not going to get to wear one again for a long time,Traurigkeit,
surprise,why won't the kids sleep,Überraschung,
anger,@JennyTaylor94  yer it is...poor little cock  but she well doesnt deserve the stick off everyone! cowell once again going against producer,Ärger,
happiness,@divadivachrissy lol wat u making me come all da way overr there for?v,Freude,
sadness,@Lakers Stu Lantz is awesome! I miss Chick Hearn tho,Traurigkeit,
worry,Where's a bridge when you need one?..... FUCK!,Angst,
surprise,@Spraypainthero wh-wha? hacky sack plans sans Jackie???,Überraschung,
worry,@AKAVirtualPA Kat Stewart did a great job with a great character not that I watched #underbelly in Victoria,Angst,
love,@OhshiiiNikki were gonna go crazy before you leave,Vertrauen,
neutral,listening to the cat snore,Unklar,
sadness,I knew I shouldn't have confessed to using phone to look up answers in pub quiz. A shame is now upon me,Traurigkeit,
worry,i can't find my tennis racket!!,Angst,
worry,@RonnyakaTrauma morning you,Angst,
happiness,mmm  eating tostitos &amp;&amp; piknik with spinach dip from S&amp;R. &lt;3,Freude,
neutral,I think me gettin a physical change,Unklar,
sadness,Well thats that then. Exam failed and bsc gone,Traurigkeit,
neutral,Turn over report...done,Unklar,
worry,@rookiepaul that doesnt sound like a good situation,Angst,
neutral,"Ok time to study for bus law and ethics, gotta test today",Unklar,
